reviewID,saleID,sellerID,buyerID,comment,txnID,stars
7900,B00EFRMECQ,A2H667ZUNLNTF1,ABUD8RGA6AAC6,"It is incredible that in 2014 a company can place a product in the market as buggy as this.

Bought ",7900,1
7901,B00EFRMECQ,A2H667ZUNLNTF1,AEGMEHLRVDP8B,"FYI: Im a retired computer programmer of both mainframes and PCs. Not a computer novice.

Ive been a",7901,1
7902,B00EFRMECQ,A2H667ZUNLNTF1,ADWUJZ8865J2A,"Had a catastrophic failure and loss of my system and reloaded Windows on a fresh disc, loaded Novast",7902,5
7903,B00EFRMECQ,A2H667ZUNLNTF1,A3RGJ1FXOB1ZLL,I have been running 2013 Plus for almost a year on 2 Windows 8 Pro 64bit computers. It has worked fl,7903,5
7904,B00EFRMDW2,A3CW4T7GIS1X9C,A24ET4BPOVKRHJ,Good for cloning only. Image backup need improvement. Macrium Reflect faster and better,7904,5
7905,B00EFRMDW2,A3CW4T7GIS1X9C,A1A21GIPMY89BZ,I used it to clone a windows 7 disk and it worked flawlessly. Plug new disk into spare internal cabl,7905,5
7906,B00EFRMDW2,A3CW4T7GIS1X9C,ANEHB0UARUA9Y,"I have been a long time user of this product.  In fact, I have over 17 registered products with them",7906,1
7907,B00EFRMDW2,A3CW4T7GIS1X9C,A9P4Q7KX35RS2,Works with my older pc. I changed my 500G hard drive and installed a larger one (2T) and restored ve,7907,4
7908,B00EFRMDW2,A3CW4T7GIS1X9C,ABUD8RGA6AAC6,"It is incredible that in 2014 a company can place a product in the market as buggy as this.

Bought ",7908,1
7909,B00EFRMDW2,A3CW4T7GIS1X9C,ABUD8RGA6AAC6,"It is incredible that in 2014 a company can place a product in the market as buggy as this.

Bought ",7909,1
7910,B00EFRMDW2,A3CW4T7GIS1X9C,AEGMEHLRVDP8B,"FYI: Im a retired computer programmer of both mainframes and PCs. Not a computer novice.

Ive been a",7910,1
7911,B00EFRMDW2,A3CW4T7GIS1X9C,AEGMEHLRVDP8B,"FYI: Im a retired computer programmer of both mainframes and PCs. Not a computer novice.

Ive been a",7911,1
7912,B00EFRMDW2,A3CW4T7GIS1X9C,A321PYYRIGM6MH,"I run acronis off a USB, rather than install it. I think this is a key to success.

BUT if your look",7912,4
7913,B00EFRME1C,A33WFRICMYRPT6,ABUD8RGA6AAC6,"It is incredible that in 2014 a company can place a product in the market as buggy as this.

Bought ",7913,1
7914,B00EFRMDW2,A3CW4T7GIS1X9C,A3ULWD7PM5OFKU,"The ""Acronis Extended Capacity Manager"" which ""allows your operating system [sic] support large capa",7914,1
7915,B00EFRME1C,A33WFRICMYRPT6,AEGMEHLRVDP8B,"FYI: Im a retired computer programmer of both mainframes and PCs. Not a computer novice.

Ive been a",7915,1
7916,B00EFRME1C,A33WFRICMYRPT6,A2U80U8KAR1DL,"Having used Acronis for a few years, I find I can no longer recommend it because of the manufacturer",7916,1
7917,B00EFRME1C,A33WFRICMYRPT6,A20YVM44ZB2K00,Purchased by hubby who used it at a power plant to back up systems after we lost TWO hard drives in ,7917,5
7918,B00EFRMDW2,A3CW4T7GIS1X9C,A23NSKTMSPPBTR,"Acronis started out with good software years ago, and the underlying backup software still does what",7918,2
7919,B00EFRMBA6,A3CW4T7GIS1X9C,A3IO7P02I0IIEM,have used previous versions. Used it to Clone a 1 tg hard drive to a 240 gig SSD installed in my hp ,7919,5
7920,B00EFRMBA6,A3CW4T7GIS1X9C,ANEHB0UARUA9Y,"I have been a long time user of this product.  In fact, I have over 17 registered products with them",7920,1
7921,B00EFRMBA6,A3CW4T7GIS1X9C,A2KALI5TR0319K,This is great software,7921,5
7922,B00EFRMBA6,A3CW4T7GIS1X9C,A3U7J61Z9UERWQ,Great product for a great price.,7922,5
7923,B00EFRMBA6,A3CW4T7GIS1X9C,ABUD8RGA6AAC6,"It is incredible that in 2014 a company can place a product in the market as buggy as this.

Bought ",7923,1
7924,B00EFRMBA6,A3CW4T7GIS1X9C,AEGMEHLRVDP8B,"FYI: Im a retired computer programmer of both mainframes and PCs. Not a computer novice.

Ive been a",7924,1
7925,B00EFRMBA6,A3CW4T7GIS1X9C,A1IZUYUKA5FO39,"I expected a difficult program, since it is labeled ""GMBH"" (made in Germany-Having lived there 18 ye",7925,1
7926,B00EFRMBA6,A3CW4T7GIS1X9C,A2U80U8KAR1DL,"Having used Acronis for a few years, I find I can no longer recommend it because of the manufacturer",7926,1
7927,B00EFRMBA6,A3CW4T7GIS1X9C,AZ24FJKEJNSDX,Acronis has always worked well as did my old version until I had a hard drive crash and the old vers,7927,5
7928,B00ENFVSIQ,A2N2XU3U2LYUZS,A2JDVZNTCXKUS2,"If you are looking to finally getting around to finishing that will, look no further, you've found y",7928,5
7929,B00ENFVSIQ,A2N2XU3U2LYUZS,A25QJBK33C4O0R,"I think my biggest issue with this product (ignoring the lack of a Mac version, or versions for Linu",7929,4
7930,B00ENFVSIQ,A2N2XU3U2LYUZS,A6T2B13WYCMJG,"I found it to be bad.

It doesn't have state-specific language.  And I couldn't figure out how to ha",7930,2
7931,B00ENFVSIQ,A2N2XU3U2LYUZS,ACMXHJV1KCOSV,"You can put together a basic will with this, no problem - so long as you get your ""what does that me",7931,2
7932,B00ENFVSIQ,A2N2XU3U2LYUZS,A19RW25Q6206I3,"I will start by saying if you have very little assets, and are simply looking for basic protection a",7932,2
7933,B00ENFVSIQ,A2N2XU3U2LYUZS,A36MQY2HNRIA2W,"I had a previous version of Willmaker and thought it was pretty decent software, providing the legal",7933,4
7934,B00ENFVSIQ,A2N2XU3U2LYUZS,AHSTSNIWEQTI,Provides a fairly easy to use walk through guide to creating a basic will.  For more complex wills t,7934,4
7935,B00ENFVSIQ,A2N2XU3U2LYUZS,A3A1OA237FOZFK,I have the previous version of WillMaker and decided to try out the new one when offered the opportu,7935,3
7936,B00ENFVSIQ,A2N2XU3U2LYUZS,A1L0SUHFS9LHPA,"Willmaker has been around for decades, getting better and more convenient each year...unless you hav",7936,4
7937,B00ENFVSIQ,A2N2XU3U2LYUZS,A33WFRICMYRPT6,I can't speak to the validity of the product this software produces in any state or DC. But in the e,7937,5
7938,B00ENFVSIQ,A2N2XU3U2LYUZS,ABEAUXVVB2E1M,This is a fantastic product! I put off using it for a while after it came. It's kind of a grim thing,7938,5
7939,B00ENFVSIQ,A2N2XU3U2LYUZS,A1QVFHPY8418HC,"I've always found Nolo products to be very informative and useful, and this software package is no e",7939,5
7940,B00ENFVSIQ,A2N2XU3U2LYUZS,AQCJWSMSURQI2,"Last year I was visiting the office of a friend of mine, a senior banking attorney at a major New Yo",7940,4
7941,B00ENFVLAQ,A1GNYKVAT4ZHT1,A1F1A0QQP2XVH5,Update 2:  Dropped to two stars die to Win 7 application freeze-ups in Coherence mode.  Choerence mo,7941,2
7942,B00ENFVLAQ,A1GNYKVAT4ZHT1,ABQCK8434VWX7,Excellent purchased for my laptop and then went onto purchase another copy (newer) for my sons deskt,7942,5
7943,B00ENFVLAQ,A1GNYKVAT4ZHT1,ANGGNFE8DXGYC,"older version, make sure you get current version for max performance and functionality",7943,4
7944,B00ENFVLAQ,A1GNYKVAT4ZHT1,A1R4VH5YM1TY5X,Great product. I would buy again.,7944,5
7945,B00ENFVLAQ,A1GNYKVAT4ZHT1,A3IW3DNHUZP23U,"Pros: Works well.

Cons: Purchased Parallels 9 and received an activation code in May 2014. Installe",7945,1
7946,B00ENFVLAQ,A1GNYKVAT4ZHT1,AE2I87RNTD4TO,"I have the running on my early 2009 Mac Mini. Honestly, my mac is lacking in power to make Parallel ",7946,5
7947,B00ENFYLRQ,A1U1G73EI5IRZF,A25NDDJD0UUALR,Trend micro has been my go to software  for all my devices. I only recoomed Trend Micro,7947,5
7948,B00ENFYLRQ,A1U1G73EI5IRZF,A2HLVJ7S6VGA4,"Seems to work well.  Have it on 4 devices including an Android phone, Windows 8 notebook and tablet,",7948,5
7949,B00ENFYLOO,A2CZXRWXCCN9JX,A1QDYPFUEF3DY4,This is gone with the things stolen from me.,7949,5
7950,B00ENFYLOO,A2CZXRWXCCN9JX,A1BSCNMCI7LOAB,Worked perfectly,7950,5
7951,B00ENFYLRQ,A1U1G73EI5IRZF,A39ILAW86DCL00,"I have been using Trend Micro products for years and am very happy with them. I have this on a pc,tw",7951,5
7952,B00ENFYLRQ,A1U1G73EI5IRZF,AVSM9DYAWCWUY,I choose this rating because I know this product and the Company behind it's development.  I have be,7952,5
7953,B00ENFYLOO,A2CZXRWXCCN9JX,A2PXBHHYYF5OQB,"Works as expected.  Easy to install.  No problems of any kind, hopefully.",7953,5
7954,B00ENFYLOO,A2CZXRWXCCN9JX,A2RJKVBUNZCSXI,Unhappy - installed this and after 10 more days of business as usual my system was infected with the,7954,1
7955,B00ENFYLOO,A2CZXRWXCCN9JX,A3L20U76EG3KP4,Have used this product the last few years. Because we have been well protected; and have not had any,7955,4
7956,B00ENFVLAQ,A1GNYKVAT4ZHT1,A3VFDA2PSKDCLZ,I needed to run TurboTax for small business in PC mode because this version is not available for Mac,7956,5
7957,B00ENFVLAQ,A1GNYKVAT4ZHT1,A3IF5BFQMURE3A,Using for quite some time for certain accounting and MS apps that won't run in Mac. Fast and reliabl,7957,5
7958,B00ENFVLAQ,A1GNYKVAT4ZHT1,A1A9WJHKBSTI4C,"I starting using this software several weeks ago on a MacBook Pro loaded with ""Mavericks"" and Window",7958,5
7959,B00ENFVLAQ,A1GNYKVAT4ZHT1,A2Y75KG99A1QKV,"Running a Dual Screen Mac Mini is a great way to work.  As a writer, actor and host, I need a lot of",7959,5
7960,B00EOAS4UA,A2DXENZNO2JT4F,A3R1WFO4KIUQXZ,[NOTE] This is an update and rating change on 6/2/14 from my original review which I have left poste,7960,3
7961,B00EOAS4UA,A2DXENZNO2JT4F,A20H1M28WLI9J2,"Strangely, it does not appear to say 2014 on the packaging, but it is indeed and works great. I have",7961,5
7962,B00EOAS4UA,A2DXENZNO2JT4F,A2Y3WWPUKIJ59I,"To level set, I've been using BitDefender for close to a decade.  I've always found it to be a very ",7962,4
7963,B00EOAS4UA,A2DXENZNO2JT4F,A2DIQTZPF26T1L,i have used bitdefender for years at home and at my business because it was a genuinely good piece o,7963,1
7964,B00EOI2SR2,AM13JILBPTHYF,A11REZES0TNBSD,"I am a long-time user of PaintShop Pro, having used 3.12 and 9 through X6. Other reviewers say the m",7964,4
7965,B00EOI2SR2,AM13JILBPTHYF,A38JP320EB2W7I,this is ok but I have upgraded to x7 and now x8.  I cant go back to x6.  but even x6 rivals adobes p,7965,3
7966,B00EOI2SR2,AM13JILBPTHYF,A170UXQQ56AHO4,"Seems like Paint Shop Pro is getting harder and harder to use, as features are added, and the price ",7966,4
7967,B00EOI2SR2,AM13JILBPTHYF,A2CJ4DLE8TWAGL,My husband is enjoying this the more he learns about it,7967,5
7968,B00EOI2SR2,AM13JILBPTHYF,A3C1JX8E543YBQ,LOVE IT!! EASY TO USE FOR PSP ALSO,7968,3
7969,B00EOI2SR2,AM13JILBPTHYF,A3CW4T7GIS1X9C,"Great program, with a lot of professional grade features, but the learning curve is a bit steep.",7969,4
7970,B00EOI2SR2,AM13JILBPTHYF,AW1X443NMSTE9,decent program,7970,3
7971,B00EOI2SR2,AM13JILBPTHYF,A20USZQ2GYDDKB,"A powerful set of tools that represent great value for the price.  As experienced ""hobby"" photograph",7971,4
7972,B00EOI2SR2,AM13JILBPTHYF,A38Z11QP8B702T,I bought this on the strength of my past experience with Corel products.  I haven't had time to use ,7972,5
7973,B00EOI2SR2,AM13JILBPTHYF,A2B9N8LRE4CG7O,very good program,7973,5
7974,B00EOI2SR2,AM13JILBPTHYF,A2KIZOKNM0A1JG,I've been a PainShop user for years. Transition to this edition was relative painless and I am happy,7974,4
7975,B00EOI2SR2,AM13JILBPTHYF,A1R4VH5YM1TY5X,Great product. I would buy again.,7975,5
7976,B00EOI2SR2,AM13JILBPTHYF,A3IOW3B21MCANN,UPDATE 4: I give up.  After months of frustration I've decided to throw in the towel.  Now all Corel,7976,1
7977,B00EOI2SR2,AM13JILBPTHYF,A2EZTM9WY5B5IL,"I always liked PaintShop instead of Elements. It does a lot, more than I will need in this lifetime.",7977,5
7978,B00EOI2SR2,AM13JILBPTHYF,A3K0MNJHO7R2MG,"So far Paint Shop Pro is a great program.  I haven't had much time with it, but what I have has been",7978,5
7979,B00EOI2SR2,AM13JILBPTHYF,A2TON0Y454P0NG,I do enough graphics work that I need a good editor. I really like PhotoShop but it now can only be ,7979,4
7980,B00EOI2SR2,AM13JILBPTHYF,A2VLF9FE68LFX6,"A great alternative to Photoshop - does everything Photoshop does, even uses Photoshop plug-ins, onl",7980,4
7981,B00EOI2SR2,AM13JILBPTHYF,A1H4IVXNXWWBLV,I don't need a lot of bells and whistles that you might get with Photoshop.  My primary need is to h,7981,4
7982,B00EOI2SR2,AM13JILBPTHYF,A1Y85GQ09Y95JL,"I'm not new to PaintShop Pro; in fact, I've been using it since version 3 when it was JASC Software'",7982,1
7983,B00EOI2SR2,AM13JILBPTHYF,A2QFUMSDNMZY1H,I could not get X6 to install properly and Corel support told me to uninstall the Microsoft KB267083,7983,1
7984,B00EOI2SR2,AM13JILBPTHYF,A25WJCAP606YMP,Let me start off by saying that I am not a professional publisher nor do I create magazine ads for a,7984,5
7985,B00EOI2SR2,AM13JILBPTHYF,A2PREU4LOFQRB1,I've been using PaintShop Pro for many years now and have been very satisfied with its features and ,7985,5
7986,B00EOI2SR2,AM13JILBPTHYF,AE88D7OM7YU99,Corel PaintShop is a pleasant surprise.  I take a lot of pictures on vacations and most of them are ,7986,5
7987,B00EOI2SR2,AM13JILBPTHYF,A3H4TIVTTA5IBB,"I am a long time ""Elements"" user. I've used Premiere Elements for video for years and still do to th",7987,4
7988,B00EOI2SR2,AM13JILBPTHYF,A225G2TFM76GYX,The software installed and worked well on a Windows 8 64 bit system.  It is designed in a logical we,7988,5
7989,B00EOI2SR2,AM13JILBPTHYF,A22PUBSSNP54L,"Installation instructions were a little lacking, once started the installation went well. Could use ",7989,4
7990,B00EOI2SR2,AM13JILBPTHYF,A2P6QCZWW3H1X6,"You've got to give this product it's due. Unless you are a professional graphic artist, this great p",7990,4
7991,B00EOI2SR2,AM13JILBPTHYF,AZ515FFZ7I2P7,I'm a working photographer who uses a wide variety of image editing tools but I mostly use Photoshop,7991,4
7992,B00EOI2SR2,AM13JILBPTHYF,A2SH6A32BE6NEV,"I've been using IRfanview for a long time to do my basic photo editing.  However, once I stepped up ",7992,5
7993,B00EOI2SR2,AM13JILBPTHYF,A2FNA5903D9E6Y,"Very economical photo editing program at about $50 on Amazon and, for non-professionals, just as goo",7993,4
7994,B00EOI2SR2,AM13JILBPTHYF,A1HYH206E18XVC,"This is not Adobe Photoshop and that is a good thing. Overall, I like this software. It has most of ",7994,4
7995,B00EOI2SR2,AM13JILBPTHYF,A3BVN2QBNPBHCR,I've been a regular user of Adobe Photoshop for over 10 years. I still use Photoshop for most of my ,7995,5
7996,B00EOI2SR2,AM13JILBPTHYF,A3RGHO0Q938FRS,"My wife is an aspiring artist, she loves painting and working with various media.  She has been work",7996,5
7997,B00EOI2SR2,AM13JILBPTHYF,A3G007LQX6KGOD,Corel PaintShop Pro X6 Ultimate bridges the gap between photoshop elements and full-blown photoshop ,7997,5
7998,B00EOI2SR2,AM13JILBPTHYF,A17A1KTVI3DG6U,"The name of the product is a little misleading. In my opinion, ""Pro"" should not mean the most featur",7998,4
7999,B00EOI2SR2,AM13JILBPTHYF,A16UJ76AFPJGEX,"Pain Shop Pro may not have the wide user base of Adobe Photoshop, but Paint Shop Pro X6 Ultimate is ",7999,5
8000,B00EOI2SR2,AM13JILBPTHYF,AZD8SMNGQI98O,"Because I mainly do book covers, I don't need many of the options found in this new software, but I ",8000,5
8001,B00EOI2SR2,AM13JILBPTHYF,ANEDXRFDZDL18,"I found this product quite easy to use. I am a 3d artist, and typically use Adobe Design Premium for",8001,4
8002,B00EOI2TD0,AHUT55E980RDR,A3CG93783LP0FO,In 2007 I tried Corel's PaintShop Pro Photo XI which has similar looks and features. I didn't like t,8002,3
8003,B00EOI2TD0,AHUT55E980RDR,A1ZOIGQHW7FPT2,"I've been using PaintShopPro since version seven. I'm upgrading to X6 from X5&nbsp;<a data-hook=""pro",8003,4
8004,B00EOI2TD0,AHUT55E980RDR,ALVYD6HBLYI0W,This photo editor is not for the rookie. It has very powerful new tools that make editing much easie,8004,4
8005,B00EOI2TD0,AHUT55E980RDR,A1ST9PG26FSN2H,A product like this is crying to be compared to the free products out there.  What can it do that so,8005,5
8006,B00EOI2TD0,AHUT55E980RDR,A2068BC3ZXAVJQ,I love taking pictures with my digital camera and enjoy sharing them with family and friends. Paint ,8006,4
8007,B00EOI2TD0,AHUT55E980RDR,A3BVN2QBNPBHCR,I've used Adobe Photoshop since 2004 as a professional photographer.  However since Adobe has stared,8007,5
8008,B00EOI2TD0,AHUT55E980RDR,AE0337VVP8MRM,Corel PaintShop Pro 6 has many improvements over X5! First it is now 64 bit which gives the program ,8008,5
8009,B00EOI2TD0,AHUT55E980RDR,A2SH6A32BE6NEV,Overall this is a similar package to the Paintshop Pro Ultimate but with less included items.  Less ,8009,5
8010,B00EOI2TD0,AHUT55E980RDR,AWPN47SSWK1JV,I've used several different versions over the years but found this one to be much more user friendly,8010,4
8011,B00EOI2TD0,AHUT55E980RDR,A12ENBT314RFXR,"I am 85% unfamiliar with all photo editing / manipulating software on the market. Yes, I've used it,",8011,5
8012,B00EOI2TD0,AHUT55E980RDR,A2GKWC2UIDRZ42,I have been a user of PhotoImpact for many years. I began using it with version 3.0 and the latest v,8012,3
8013,B00EOI2TD0,AHUT55E980RDR,A1PL7QILVQV3IF,This version of PSP is not much different from the past couple of versions. Most of the functions ar,8013,4
8014,B00EOI2TD0,AHUT55E980RDR,A14ENWEKTHCBXR,I have worked with PhotoShop for years (an enhanced version) and I just never seemed to click with i,8014,5
8015,B00EOI2TD0,AHUT55E980RDR,A2JAEZ0FMAMJVW,I've used Corel's PaintShop software since the X4 edition.  Corel keeps tweaking the software to imp,8015,4
8016,B00EOR3IJK,A3U7J61Z9UERWQ,A1W7R5ZAGVOSVQ,"Here were the ups and mostly downs of this for me.

Ups:
-Easy to load
-Forms use the traditional qu",8016,2
8017,B00EOR3IJK,A3U7J61Z9UERWQ,A2OCDK0BOW6UCY,"I was unimpressed by this product. While it did contain a fairly good variety of forms, you could cu",8017,3
8018,B00EOR3IJK,A3U7J61Z9UERWQ,A2AF0NOCM71J0B,"This covers nearly everything you need in a home business or business in general, but it doesn't go ",8018,4
8019,B00EOR3IJK,A3U7J61Z9UERWQ,A3FOSLM5G1BO63,Quicken Legal Business Pro contains hundreds of the most detailed and comprehensive legal business t,8019,4
8020,B00EOR3IJK,A3U7J61Z9UERWQ,A3D2VIUT2HWP0Z,"in broad terms, legal business Pro 2014, provides you with a framework and structure for you to hang",8020,5
8021,B00EOR3IJK,A3U7J61Z9UERWQ,A33WFRICMYRPT6,"Like other reviewers, I was a bit disappointed in the quantity and variety of the forms offered (a s",8021,3
8022,B00EOR3IJK,A3U7J61Z9UERWQ,A24O15MYDNLZBE,"The Quicken software installs easily enough, and has a lot of legal documents within it. Unfortunate",8022,1
8023,B00EOR3IJK,A3U7J61Z9UERWQ,A1HOLE9R6WPT85,"Here's my bottom line on this:

(1) It's not a ""Pro"" version, this is clearly for beginners. That's ",8023,3
8024,B00EOR3IJK,A3U7J61Z9UERWQ,A3AL9NFNWTRV39,"I started an LLC last year, but didn't really know if I had done all that I needed to.  And I had a ",8024,2
8025,B00EOR3IJK,A3U7J61Z9UERWQ,ADFLPF6FI3W0O,"Knowing nothing about starting an LLC, I was hoping this would provide guidance and help me get one ",8025,5
8026,B00EOR3IJK,A3U7J61Z9UERWQ,A14JBDSWKPKTZA,I love the NOLO book line. I get their book every year called Deduct It or the Small Business taxes ,8026,2
8027,B00EOR3IJK,A3U7J61Z9UERWQ,A3RGN75LHYAG8U,I was thinking about setting up a business and didn't know where to start and thought that getting t,8027,2
8028,B00EOR3IJK,A3U7J61Z9UERWQ,A3BVN2QBNPBHCR,In the past I've used Quicken Legal Business Pro 2012.  It helped me to set up my small business (my,8028,5
8029,B00EOR3IJK,A3U7J61Z9UERWQ,A225G2TFM76GYX,"I installed the software on a Win 8.1, 64 bit system.  The software worked very well with no stabili",8029,4
8030,B00EOR3IJK,A3U7J61Z9UERWQ,A4V35W9XNM4X4,The value of this product will probably be determined by your needs and experience. Many people will,8030,3
8031,B00EOR3IJK,A3U7J61Z9UERWQ,A1V3TRGWOMA8LC,Everything that's here is available on the Internet for free - there's absolutely nothing that warra,8031,1
8032,B00EOR3IJK,A3U7J61Z9UERWQ,A2DXENZNO2JT4F,"Since it is sold as a Quicken product, I expected to see a decent one.  However, the program is extr",8032,2
8033,B00EP7AP7C,A1Y85GQ09Y95JL,A1DG75OT3Y49EM,"Look, I know this won't be a very popular review due to the average rating so let me make this very ",8033,3
8034,B00EP7AP7C,A1Y85GQ09Y95JL,A2UVYN2FO7X43V,"Well, I loaded it up and got an error when the software tried to register itself online.  Not a grea",8034,2
8035,B00EP7AP7C,A1Y85GQ09Y95JL,AUV3OR951650C,I already had the older version of the Family Tree Maker and generally liked it other than a few min,8035,5
8036,B00EP7AP7C,A1Y85GQ09Y95JL,A3F3B6HY9RJI04,"I've had previous versions, it is nice to stay up to date, especially when this costs as much as a s",8036,4
8037,B00EP7AP7C,A1Y85GQ09Y95JL,A2TS040W2FW5O,"There are other genealogy programs out there but this is one of the better designed ones, especially",8037,5
8038,B00EP7AP7C,A1Y85GQ09Y95JL,A2D9VD96W8PADC,The Family Tree Maker would not work on my Windows 7 64 bit computer. I had to send it back. I used ,8038,1
8039,B00EP7AP7C,A1Y85GQ09Y95JL,A2J8DE8R94ZB02,We had previously been using  Family Tree Maker Essentials. We just upgraded to Platinum and importe,8039,4
8040,B00EP7AP7C,A1Y85GQ09Y95JL,A2IFKH3TJ10387,I've a substantial tree 1200+ of my relatives that goes well back into the 1700s.  I've worked with ,8040,3
8041,B00EP7AP7C,A1Y85GQ09Y95JL,A1C760KGFSRI6F,"I'm not sure what the difference is between this version of Family Tree Maker and the last one, but ",8041,4
8042,B00EP7AP7C,A1Y85GQ09Y95JL,A26R7LLAFTPC3U,"If you are looking at using Ancestry dot com, then the 6 month included membership makes the Family ",8042,4
8043,B00EP7AP7C,A1Y85GQ09Y95JL,A1IBKN1GXYJ3K4,I've been using this program on and off about ten years and it has improved dramatically in that tim,8043,5
8044,B00EP7AP7C,A1Y85GQ09Y95JL,A3Q1J68QY1MZQ9,I really enjoy this software. The main selling point for me was the 6 months of Ancestry.com members,8044,5
8045,B00EP7AP7C,A1Y85GQ09Y95JL,A105S56ODHGJEK,Family Tree Maker Platinum edition is a quality program that works well with Ancestry to make your s,8045,4
8046,B00EP7AP7C,A1Y85GQ09Y95JL,A3KGLXW3EYDTUH,"Are you the family historian, in charge of corralling ticket stubs, faded photographs, and the stori",8046,3
8047,B00EP7AP7C,A1Y85GQ09Y95JL,A379DLIAF0MFM5,This is a very powerful tool - but it is not always easy to use. It does take some homework to get r,8047,5
8048,B00EP7AP7C,A1Y85GQ09Y95JL,A2AC6GQ24S45GA,"I started looking into genealogy a few years ago, not getting very far.  Not enough time and I was n",8048,4
8049,B00EP7AP7C,A1Y85GQ09Y95JL,A3SX5MZTCZRQLF,"I'm new to the the whole genealogy search game, but I've been intrigued by the Ancestry.com ads for ",8049,4
8050,B00EP7AP7C,A1Y85GQ09Y95JL,A2OL5WLCNZVD9K,"Well, not quite as there are some competing websites where you can load up your family tree. But Anc",8050,4
8051,B00EP7AP7C,A1Y85GQ09Y95JL,A29VG90T649CSU,Anyone who is interested in studying and documenting their family history will find this software to,8051,5
8052,B00EP7AQBC,A5IA80HMZ8P34,A36JK2BSXS0U43,"I've been using the My Heritage software, but decided to see if I could get a nicer data view from F",8052,4
8053,B00EP7AQBC,A5IA80HMZ8P34,A1VPNWK3IUF0KB,There are a lot of genealogy software choices out there. I really like Family Tree maker. I've used ,8053,5
8054,B00EP7AQBC,A5IA80HMZ8P34,A3M1PA1C98XNGN,"I've had the Deluxe before, so I'm not as happy with the Essentials as I was with that, but you get ",8054,3
8055,B00EP7AQBC,A5IA80HMZ8P34,AHNHLGKIZ2N3B,The Essentials edition of Family Tree Maker came with everything that we needed to get started disco,8055,5
8056,B00EP7AQBC,A5IA80HMZ8P34,A209G57KXCBF4C,I have had numerous versions of this program over the years.  The earlier versions were very easy to,8056,4
8057,B00EP7AQBC,A5IA80HMZ8P34,A29VG90T649CSU,This is a great software package for anyone just starting their family research or someone who has o,8057,5
8058,B00EP7AQBC,A5IA80HMZ8P34,A2NPF1LZ1S57JV,"This is a great product if you, or someone you know is interested to know more about a family's gene",8058,4
8059,B00EP7AQBC,A5IA80HMZ8P34,AMBFK6N4JS5Z2,I like the many features of this software. Being able to assembly a family tree in a variety of diff,8059,4
8060,B00EP7AQBC,A5IA80HMZ8P34,A3SMD3T0QTN109,"Every couple of years, I get on a kick to get into genealogy and research and document my heritage. ",8060,5
8061,B00EP7AQBC,A5IA80HMZ8P34,A1T6PXM2M3N84A,Quite simply the best.  I tried various other ones over the years and they never come up to the leve,8061,3
8062,B00EXPSW2Q,A38Z11QP8B702T,A27XEJX3W4FCUK,I bought 3.  It did not work.  Got 3.5. I now have windows 10.  At first it worked.  When Windows 10,8062,1
8063,B00EXPSW2Q,A38Z11QP8B702T,A1THNW9Y672UWG,I was worried when I read the reviews and I have to say I had to spend 30 minutes trying to figure o,8063,3
8064,B00EXPSW2Q,A38Z11QP8B702T,A2UXDOS0WFZCWQ,none,8064,3
8065,B00EZJRS8E,AHUT55E980RDR,A2Q51L8MVGK5L6,"Easy to use and follow, help speed up your typing",8065,5
8066,B00EZJRS8E,AHUT55E980RDR,A2JAEZ0FMAMJVW,"My daughter is learning to type, so we thought we'd try this Mavis Beacon product.  Mavis Beacon is ",8066,3
8067,B00EZJRS8E,AHUT55E980RDR,A1EVV74UQYVKRY,"When I started typing, we had manual typewriters (clickity clack and ting for the return). Electric ",8067,4
8068,B00EZJRS8E,AHUT55E980RDR,A397CWU6DM3O5G,"Straightforward simple and thorough program. There are no frills, no games and no music. It guides y",8068,4
8069,B00EZJRS8E,AHUT55E980RDR,A2YKWYC3WQJX5J,"While this isn't the Mavis Beacon I've known and loved since her humble beginnings in 1987, it's sti",8069,5
8070,B00EZJRS8E,AHUT55E980RDR,A3G007LQX6KGOD,This is a very bare bones typing tutor program. It teaches you in small stages how to type without a,8070,4
8071,B00EZJRS8E,AHUT55E980RDR,A3RF46CL8GDIN8,I got this program because while I don't have a job that requires much in the way of typing skills b,8071,4
8072,B00EZJRS8E,AHUT55E980RDR,A1WBEIH7Z37LN9,"Mavis Beacon is back with a new edition, and she is still as relevant as ever.  I got this for my fi",8072,4
8073,B00EZJRS8E,AHUT55E980RDR,ABCNO99OFECJ0,"This isn't a perfect typing software, I suppose, but it's great for beginners or even a brush-up. I ",8073,4
8074,B00EZJRS8E,AHUT55E980RDR,ABOTQXNUBA1MM,"Mavis and practise equals success!
Broderbund, makers of the all-time favorite Kidpix is determined ",8074,5
8075,B00EZJRS8E,AHUT55E980RDR,A2U6GHU2EMC5M5,So I was supposed to learn how to touch type back in high school. I didn't and snuck by.  I should h,8075,5
8076,B00EZJRS8E,AHUT55E980RDR,A2R1HUYHXV7H18,"I don't really like this program.  It does work, it's just not for me.
First off, it installs easily",8076,3
8077,B00EZJRS8E,AHUT55E980RDR,A2PNOU7NXB1JE4,This is the third typing program I've used. The first was Mavis Teaches Typing 18 and a couple of ye,8077,4
8078,B00EZJRS8E,AHUT55E980RDR,A1BK60GZ4QME6I,"I used Mavis Beacon Teaches Typing many, many years ago on a Commodore 64 when I was a teen.  I reme",8078,4
